scenario,seed,tick,warmup,category,tier,price,units,sold,blocked,unaffordable,mix_share
credit_high,4,1,1,food,budget,180.00,400,400,134,0,0.479616
credit_high,4,1,1,food,standard,300.00,400,400,42,0,0.479616
credit_high,4,1,1,food,premium,540.00,200,34,0,1,0.040767
credit_high,4,1,1,leisure,budget,120.00,400,400,18,1,0.468933
credit_high,4,1,1,leisure,standard,200.00,400,388,0,0,0.454865
credit_high,4,1,1,leisure,premium,360.00,200,65,0,0,0.076202
credit_high,4,1,1,clothing,budget,240.00,67,67,18,0,0.690722
credit_high,4,1,1,clothing,standard,400.00,67,27,0,1,0.278351
credit_high,4,1,1,clothing,premium,720.00,33,3,0,0,0.030928
credit_high,4,1,1,hobby,budget,360.00,33,33,5,1,0.611111
credit_high,4,1,1,hobby,standard,600.00,33,20,0,1,0.370370
credit_high,4,1,1,hobby,premium,1080.00,17,1,0,1,0.018519
credit_high,4,1,1,electronics,budget,540.00,11,11,25,0,0.733333
credit_high,4,1,1,electronics,standard,900.00,11,3,0,1,0.200000
credit_high,4,1,1,electronics,premium,1620.00,6,1,0,1,0.066667
credit_high,4,1,1,appliances,budget,480.00,4,4,7,0,0.800000
credit_high,4,1,1,appliances,standard,800.00,4,1,0,0,0.200000
credit_high,4,1,1,appliances,premium,1440.00,2,0,0,0,0.000000
credit_high,4,2,1,food,budget,183.02,400,400,61,0,0.425985
credit_high,4,2,1,food,standard,301.58,400,400,293,9,0.425985
credit_high,4,2,1,food,premium,517.59,200,139,0,8,0.148030
credit_high,4,2,1,leisure,budget,120.27,400,400,5,1,0.407747
credit_high,4,2,1,leisure,standard,199.70,400,400,73,7,0.407747
credit_high,4,2,1,leisure,premium,347.85,200,181,0,4,0.184506
credit_high,4,2,1,clothing,budget,243.22,67,67,81,4,0.468531
credit_high,4,2,1,clothing,standard,388.06,67,67,11,4,0.468531
credit_high,4,2,1,clothing,premium,687.27,33,9,0,1,0.062937
credit_high,4,2,1,hobby,budget,362.73,33,33,5,2,0.423077
credit_high,4,2,1,hobby,standard,588.18,33,33,0,1,0.423077
credit_high,4,2,1,hobby,premium,1029.18,17,12,0,3,0.153846
credit_high,4,2,1,electronics,budget,567.00,11,11,24,1,0.423077
credit_high,4,2,1,electronics,standard,867.27,11,11,3,7,0.423077
credit_high,4,2,1,electronics,premium,1552.50,6,4,0,0,0.153846
credit_high,4,2,1,appliances,budget,504.00,4,4,8,2,0.500000
credit_high,4,2,1,appliances,standard,770.00,4,4,1,2,0.500000
credit_high,4,2,1,appliances,premium,1368.00,2,0,0,1,0.000000
credit_high,4,3,1,food,budget,184.41,400,398,0,0,0.398798
credit_high,4,3,1,food,standard,312.62,400,400,167,16,0.400802
credit_high,4,3,1,food,premium,509.70,200,200,101,15,0.200401
credit_high,4,3,1,leisure,budget,120.35,400,381,0,1,0.388379
credit_high,4,3,1,leisure,standard,201.52,400,400,88,13,0.407747
credit_high,4,3,1,leisure,premium,346.20,200,200,47,6,0.203874
credit_high,4,3,1,clothing,budget,255.39,67,67,68,10,0.408537
credit_high,4,3,1,clothing,standard,391.25,67,67,37,8,0.408537
credit_high,4,3,1,clothing,premium,662.28,33,30,0,1,0.182927
credit_high,4,3,1,hobby,budget,365.48,33,20,0,4,0.294118
credit_high,4,3,1,hobby,standard,588.18,33,31,0,2,0.455882
credit_high,4,3,1,hobby,premium,1014.04,17,17,2,2,0.250000
credit_high,4,3,1,electronics,budget,595.35,11,11,24,4,0.478261
credit_high,4,3,1,electronics,standard,879.10,11,11,8,3,0.478261
credit_high,4,3,1,electronics,premium,1526.63,6,1,0,1,0.043478
credit_high,4,3,1,appliances,budget,529.20,4,4,11,2,0.400000
credit_high,4,3,1,appliances,standard,779.63,4,4,4,0,0.400000
credit_high,4,3,1,appliances,premium,1299.60,2,2,2,2,0.200000
credit_high,4,4,1,food,budget,184.36,400,399,0,0,0.399399
credit_high,4,4,1,food,standard,319.15,400,400,82,26,0.400400
credit_high,4,4,1,food,premium,522.57,200,200,111,21,0.200200
credit_high,4,4,1,leisure,budget,120.06,400,379,0,1,0.387130
credit_high,4,4,1,leisure,standard,203.74,400,400,34,15,0.408580
credit_high,4,4,1,leisure,premium,350.27,200,200,63,5,0.204290
credit_high,4,4,1,clothing,budget,268.15,67,67,46,8,0.401198
credit_high,4,4,1,clothing,standard,402.05,67,67,54,5,0.401198
credit_high,4,4,1,clothing,premium,659.27,33,33,0,3,0.197605
credit_high,4,4,1,hobby,budget,358.28,33,33,5,3,0.402439
credit_high,4,4,1,hobby,standard,586.40,33,32,0,2,0.390244
credit_high,4,4,1,hobby,premium,1020.01,17,17,6,2,0.207317
credit_high,4,4,1,electronics,budget,625.12,11,11,12,8,0.392857
credit_high,4,4,1,electronics,standard,911.07,11,11,8,3,0.392857
credit_high,4,4,1,electronics,premium,1463.02,6,6,2,4,0.214286
credit_high,4,4,1,appliances,budget,555.66,4,4,12,2,0.400000
credit_high,4,4,1,appliances,standard,818.61,4,4,2,2,0.400000
credit_high,4,4,1,appliances,premium,1364.58,2,2,1,0,0.200000
credit_high,4,5,1,food,budget,184.34,400,397,0,0,0.398195
credit_high,4,5,1,food,standard,322.42,400,400,24,24,0.401204
credit_high,4,5,1,food,premium,537.07,200,200,54,16,0.200602
credit_high,4,5,1,leisure,budget,119.74,400,385,0,0,0.393661
credit_high,4,5,1,leisure,standard,204.60,400,393,0,23,0.401840
credit_high,4,5,1,leisure,premium,355.78,200,200,38,7,0.204499
credit_high,4,5,1,clothing,budget,277.36,67,54,0,11,0.350649
credit_high,4,5,1,clothing,standard,418.25,67,67,25,6,0.435065
credit_high,4,5,1,clothing,premium,659.27,33,33,20,4,0.214286
credit_high,4,5,1,hobby,budget,360.99,33,24,0,3,0.333333
credit_high,4,5,1,hobby,standard,585.51,33,33,4,5,0.458333
credit_high,4,5,1,hobby,premium,1038.01,17,15,0,2,0.208333
credit_high,4,5,1,electronics,budget,656.37,11,3,0,8,0.150000
credit_high,4,5,1,electronics,standard,944.20,11,11,0,3,0.550000
credit_high,4,5,1,electronics,premium,1487.40,6,6,1,2,0.300000
credit_high,4,5,1,appliances,budget,583.44,4,4,10,1,0.444444
credit_high,4,5,1,appliances,standard,839.07,4,4,1,3,0.444444
credit_high,4,5,1,appliances,premium,1398.69,2,1,0,0,0.111111
credit_high,4,6,1,food,budget,184.27,400,397,0,0,0.398195
credit_high,4,6,1,food,standard,323.38,400,400,37,29,0.401204
credit_high,4,6,1,food,premium,544.32,200,200,24,13,0.200602
credit_high,4,6,1,leisure,budget,119.52,400,382,0,1,0.389002
credit_high,4,6,1,leisure,standard,204.43,400,400,12,20,0.407332
credit_high,4,6,1,leisure,premium,359.16,200,200,15,8,0.203666
credit_high,4,6,1,clothing,budget,274.67,67,67,21,27,0.443709
credit_high,4,6,1,clothing,standard,426.05,67,53,0,2,0.350993
credit_high,4,6,1,clothing,premium,679.25,33,31,0,5,0.205298
credit_high,4,6,1,hobby,budget,356.07,33,33,7,9,0.485294
credit_high,4,6,1,hobby,standard,589.06,33,21,0,4,0.308824
credit_high,4,6,1,hobby,premium,1031.90,17,14,0,0,0.205882
credit_high,4,6,1,electronics,budget,632.51,11,7,0,8,0.304348
credit_high,4,6,1,electronics,standard,944.20,11,10,0,3,0.434783
credit_high,4,6,1,electronics,premium,1499.79,6,6,1,1,0.260870
credit_high,4,6,1,appliances,budget,612.62,4,4,7,4,0.400000
credit_high,4,6,1,appliances,standard,849.56,4,4,4,0,0.400000
credit_high,4,6,1,appliances,premium,1363.73,2,2,0,2,0.200000
credit_high,4,7,1,food,budget,184.20,400,395,0,0,0.396985
credit_high,4,7,1,food,standard,324.88,400,400,30,28,0.402010
credit_high,4,7,1,food,premium,547.58,200,200,19,15,0.201005
credit_high,4,7,1,leisure,budget,119.25,400,382,0,0,0.389002
credit_high,4,7,1,leisure,standard,204.73,400,400,7,24,0.407332
credit_high,4,7,1,leisure,premium,360.51,200,200,15,9,0.203666
credit_high,4,7,1,clothing,budget,278.97,67,25,0,31,0.213675
credit_high,4,7,1,clothing,standard,421.60,67,59,0,7,0.504274
credit_high,4,7,1,clothing,premium,677.19,33,33,1,3,0.282051
credit_high,4,7,1,hobby,budget,359.84,33,32,0,11,0.400000
credit_high,4,7,1,hobby,standard,578.35,33,31,0,3,0.387500
credit_high,4,7,1,hobby,premium,1022.80,17,17,2,0,0.212500
credit_high,4,7,1,electronics,budget,621.01,11,11,4,8,0.478261
credit_high,4,7,1,electronics,standard,939.90,11,6,0,6,0.260870
credit_high,4,7,1,electronics,premium,1512.29,6,6,0,2,0.260870
credit_high,4,7,1,appliances,budget,643.25,4,4,4,5,0.400000
credit_high,4,7,1,appliances,standard,892.04,4,4,4,0,0.400000
credit_high,4,7,1,appliances,premium,1363.73,2,2,2,1,0.200000
credit_high,4,8,1,food,budget,184.09,400,398,0,0,0.398798
credit_high,4,8,1,food,standard,326.10,400,400,20,29,0.400802
credit_high,4,8,1,food,premium,550.19,200,200,22,16,0.200401
credit_high,4,8,1,leisure,budget,118.98,400,379,0,1,0.387130
credit_high,4,8,1,leisure,standard,204.91,400,400,9,20,0.408580
credit_high,4,8,1,leisure,premium,361.86,200,200,11,9,0.204290
credit_high,4,8,1,clothing,budget,270.23,67,51,0,30,0.344595
credit_high,4,8,1,clothing,standard,419.09,67,64,0,7,0.432432
credit_high,4,8,1,clothing,premium,678.22,33,33,0,5,0.222973
credit_high,4,8,1,hobby,budget,359.30,33,33,11,11,0.397590
credit_high,4,8,1,hobby,standard,576.60,33,33,8,2,0.397590
credit_high,4,8,1,hobby,premium,1028.81,17,17,1,1,0.204819
credit_high,4,8,1,electronics,budget,632.30,11,10,0,9,0.416667
credit_high,4,8,1,electronics,standard,918.54,11,11,4,6,0.458333
credit_high,4,8,1,electronics,premium,1512.29,6,3,0,3,0.125000
credit_high,4,8,1,appliances,budget,675.41,4,4,2,3,0.500000
credit_high,4,8,1,appliances,standard,936.64,4,4,3,1,0.500000
credit_high,4,8,1,appliances,premium,1431.91,2,0,0,1,0.000000
credit_high,4,9,1,food,budget,184.04,400,399,0,0,0.399399
credit_high,4,9,1,food,standard,326.91,400,400,9,30,0.400400
credit_high,4,9,1,food,premium,553.21,200,200,1,14,0.200200
credit_high,4,9,1,leisure,budget,118.67,400,378,0,0,0.388489
credit_high,4,9,1,leisure,standard,205.14,400,400,7,28,0.411100
credit_high,4,9,1,leisure,premium,362.86,200,195,0,7,0.200411
credit_high,4,9,1,clothing,budget,267.00,67,60,0,37,0.392157
credit_high,4,9,1,clothing,standard,418.15,67,67,13,9,0.437908
credit_high,4,9,1,clothing,premium,678.22,33,26,0,3,0.169935
credit_high,4,9,1,hobby,budget,365.29,33,28,0,6,0.373333
credit_high,4,9,1,hobby,standard,583.59,33,33,7,4,0.440000
credit_high,4,9,1,hobby,premium,1031.84,17,14,0,3,0.186667
credit_high,4,9,1,electronics,budget,629.42,11,11,1,12,0.392857
credit_high,4,9,1,electronics,standard,935.24,11,11,2,9,0.392857
credit_high,4,9,1,electronics,premium,1474.49,6,6,3,1,0.214286
credit_high,4,9,1,appliances,budget,692.29,4,1,0,4,0.142857
credit_high,4,9,1,appliances,standard,971.76,4,4,1,0,0.571429
credit_high,4,9,1,appliances,premium,1360.32,2,2,3,1,0.285714
credit_high,4,10,1,food,budget,184.02,400,399,0,0,0.399800
credit_high,4,10,1,food,standard,327.28,400,399,0,31,0.399800
credit_high,4,10,1,food,premium,553.35,200,200,22,12,0.200401
credit_high,4,10,1,leisure,budget,118.34,400,391,0,1,0.395749
credit_high,4,10,1,leisure,standard,205.32,400,397,0,14,0.401822
credit_high,4,10,1,leisure,premium,362.40,200,200,12,8,0.202429
credit_high,4,10,1,clothing,budget,265.61,67,67,16,40,0.435065
credit_high,4,10,1,clothing,standard,422.20,67,54,0,9,0.350649
credit_high,4,10,1,clothing,premium,671.02,33,33,7,3,0.214286
credit_high,4,10,1,hobby,budget,362.52,33,33,17,10,0.478261
credit_high,4,10,1,hobby,standard,589.78,33,24,0,8,0.347826
credit_high,4,10,1,hobby,premium,1022.73,17,12,0,2,0.173913
credit_high,4,10,1,electronics,budget,632.28,11,9,0,12,0.346154
credit_high,4,10,1,electronics,standard,943.75,11,11,1,7,0.423077
credit_high,4,10,1,electronics,premium,1511.35,6,6,5,3,0.230769
credit_high,4,10,1,appliances,budget,666.33,4,4,11,2,0.800000
credit_high,4,10,1,appliances,standard,983.91,4,1,0,3,0.200000
credit_high,4,10,1,appliances,premium,1428.33,2,0,0,0,0.000000
credit_high,4,11,1,food,budget,184.00,400,400,3,0,0.401606
credit_high,4,11,1,food,standard,327.24,400,400,9,34,0.401606
credit_high,4,11,1,food,premium,556.39,200,196,0,12,0.196787
credit_high,4,11,1,leisure,budget,118.21,400,384,0,1,0.391039
credit_high,4,11,1,leisure,standard,205.24,400,400,9,18,0.407332
credit_high,4,11,1,leisure,premium,363.49,200,198,0,10,0.201629
credit_high,4,11,1,clothing,budget,268.78,67,65,0,40,0.396341
credit_high,4,11,1,clothing,standard,418.11,67,67,23,9,0.408537
credit_high,4,11,1,clothing,premium,678.14,33,32,0,7,0.195122
credit_high,4,11,1,hobby,budget,371.86,33,33,20,18,0.397590
credit_high,4,11,1,hobby,standard,581.73,33,33,10,2,0.397590
credit_high,4,11,1,hobby,premium,1007.69,17,17,0,3,0.204819
credit_high,4,11,1,electronics,budget,626.54,11,11,1,14,0.392857
credit_high,4,11,1,electronics,standard,948.04,11,11,1,5,0.392857
credit_high,4,11,1,electronics,premium,1574.32,6,6,2,2,0.214286
credit_high,4,11,1,appliances,budget,699.65,4,4,14,4,0.400000
credit_high,4,11,1,appliances,standard,947.01,4,4,4,0,0.400000
credit_high,4,11,1,appliances,premium,1356.92,2,2,3,1,0.200000
credit_high,4,12,1,food,budget,184.06,400,400,3,0,0.402414
credit_high,4,12,1,food,standard,327.61,400,400,2,35,0.402414
credit_high,4,12,1,food,premium,555.84,200,194,0,14,0.195171
credit_high,4,12,1,leisure,budget,117.97,400,388,0,1,0.397541
credit_high,4,12,1,leisure,standard,205.48,400,400,4,24,0.409836
credit_high,4,12,1,leisure,premium,363.31,200,188,0,9,0.192623
credit_high,4,12,1,clothing,budget,268.38,67,66,0,37,0.440000
credit_high,4,12,1,clothing,standard,425.28,67,51,0,7,0.340000
credit_high,4,12,1,clothing,premium,677.11,33,33,4,5,0.220000
credit_high,4,12,1,hobby,budget,383.13,33,33,1,11,0.397590
credit_high,4,12,1,hobby,standard,590.55,33,33,17,9,0.397590
credit_high,4,12,1,hobby,premium,1007.69,17,17,2,3,0.204819
credit_high,4,12,1,electronics,budget,629.38,11,11,12,14,0.423077
credit_high,4,12,1,electronics,standard,952.34,11,11,3,6,0.423077
credit_high,4,12,1,electronics,premium,1600.56,6,4,0,1,0.153846
credit_high,4,12,1,appliances,budget,734.63,4,4,5,8,0.400000
credit_high,4,12,1,appliances,standard,994.36,4,4,3,1,0.400000
credit_high,4,12,1,appliances,premium,1424.76,2,2,3,1,0.200000
credit_high,4,13,1,food,budget,184.13,400,400,15,0,0.406091
credit_high,4,13,1,food,standard,327.69,400,388,0,41,0.393909
credit_high,4,13,1,food,premium,555.00,200,197,0,16,0.200000
credit_high,4,13,1,leisure,budget,117.80,400,394,0,2,0.400814
credit_high,4,13,1,leisure,standard,205.58,400,392,0,19,0.398779
credit_high,4,13,1,leisure,premium,362.22,200,197,0,17,0.200407
credit_high,4,13,1,clothing,budget,268.18,67,59,0,39,0.457364
credit_high,4,13,1,clothing,standard,420.21,67,46,0,12,0.356589
credit_high,4,13,1,clothing,premium,681.22,33,24,0,7,0.186047
credit_high,4,13,1,hobby,budget,383.71,33,14,0,11,0.233333
credit_high,4,13,1,hobby,standard,605.76,33,29,0,4,0.483333
credit_high,4,13,1,hobby,premium,1013.62,17,17,1,3,0.283333
credit_high,4,13,1,electronics,budget,660.85,11,11,7,13,0.392857
credit_high,4,13,1,electronics,standard,965.33,11,11,7,4,0.392857
credit_high,4,13,1,electronics,premium,1573.88,6,6,2,2,0.214286
credit_high,4,13,1,appliances,budget,771.36,4,4,6,5,0.444444
credit_high,4,13,1,appliances,standard,1031.65,4,4,3,1,0.444444
credit_high,4,13,1,appliances,premium,1496.00,2,1,0,3,0.111111
credit_high,4,14,1,food,budget,184.48,400,400,38,0,0.415800
credit_high,4,14,1,food,standard,327.20,400,400,55,27,0.415800
credit_high,4,14,1,food,premium,554.59,200,162,0,18,0.168399
credit_high,4,14,1,leisure,budget,117.71,400,400,29,0,0.415800
credit_high,4,14,1,leisure,standard,205.37,400,400,19,23,0.415800
credit_high,4,14,1,leisure,premium,361.95,200,162,0,13,0.168399
credit_high,4,14,1,clothing,budget,266.58,67,62,0,35,0.421769
credit_high,4,14,1,clothing,standard,413.62,67,67,13,10,0.455782
credit_high,4,14,1,clothing,premium,671.93,33,18,0,4,0.122449
credit_high,4,14,1,hobby,budget,372.66,33,29,0,15,0.367089
credit_high,4,14,1,hobby,standard,602.09,33,33,0,3,0.417722
credit_high,4,14,1,hobby,premium,1016.60,17,17,4,3,0.215190
credit_high,4,14,1,electronics,budget,681.88,11,11,0,14,0.423077
credit_high,4,14,1,electronics,standard,996.05,11,11,6,5,0.423077
credit_high,4,14,1,electronics,premium,1600.11,6,4,0,3,0.153846
credit_high,4,14,1,appliances,budget,809.93,4,4,2,2,0.400000
credit_high,4,14,1,appliances,standard,1070.34,4,4,4,0,0.400000
credit_high,4,14,1,appliances,premium,1458.60,2,2,2,2,0.200000
credit_high,4,15,1,food,budget,185.36,400,399,0,0,0.399399
credit_high,4,15,1,food,standard,329.45,400,400,10,37,0.400400
credit_high,4,15,1,food,premium,549.32,200,200,60,14,0.200200
credit_high,4,15,1,leisure,budget,118.14,400,385,0,0,0.390863
credit_high,4,15,1,leisure,standard,205.86,400,400,9,21,0.406091
credit_high,4,15,1,leisure,premium,358.51,200,200,29,11,0.203046
credit_high,4,15,1,clothing,budget,265.58,67,59,0,39,0.371069
credit_high,4,15,1,clothing,standard,417.63,67,67,4,8,0.421384
credit_high,4,15,1,clothing,premium,656.66,33,33,16,4,0.207547
credit_high,4,15,1,hobby,budget,370.40,33,28,0,12,0.383562
credit_high,4,15,1,hobby,standard,602.09,33,28,0,3,0.383562
credit_high,4,15,1,hobby,premium,1028.56,17,17,2,3,0.232877
credit_high,4,15,1,electronics,budget,681.88,11,8,0,17,0.363636
credit_high,4,15,1,electronics,standard,1023.21,11,9,0,7,0.409091
credit_high,4,15,1,electronics,premium,1573.45,6,5,0,5,0.227273
credit_high,4,15,1,appliances,budget,830.18,4,3,0,4,0.333333
credit_high,4,15,1,appliances,standard,1123.86,4,4,3,0,0.444444
credit_high,4,15,1,appliances,premium,1531.53,2,2,3,1,0.222222
credit_high,4,16,1,food,budget,185.33,400,400,18,0,0.407332
credit_high,4,16,1,food,standard,329.86,400,400,2,31,0.407332
credit_high,4,16,1,food,premium,557.56,200,182,0,17,0.185336
credit_high,4,16,1,leisure,budget,117.91,400,400,29,2,0.418848
credit_high,4,16,1,leisure,standard,206.09,400,364,0,20,0.381152
credit_high,4,16,1,leisure,premium,361.11,200,191,0,11,0.200000
