scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_high,4,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,16304366.75,0.00,0,15426357.41,0.00,0.00,0,200,173401.48,0.00,0.00,88780.00,331.120000,462,380,0.000000,0.000000,200,170,43440.00,77,86,7,200,170,30480.00,78,75,17,38,29,8080.00,22,7,0,12,6,2640.00,4,2,0,10,5,4140.00,3,1,1,2,0,0.00,0,0,0,800,704607.86,0.00,0.00,337560.00,1275.680000,1850,1478,0.000000,0.000000,800,664,166920.00,323,314,27,800,683,118520.00,322,313,48,125,68,20960.00,45,20,3,80,48,22320.00,29,18,1,34,10,6120.00,8,2,0,11,5,2720.00,4,1,0
credit_high,4,2,1,0.986854,0.991193,0.987790,0.975025,0.976740,0.981689,0.979000,16306081.16,1714.41,4,15350210.95,1714.41,0.00,0,200,198655.44,0.00,0.00,105836.78,388.640000,470,420,0.000000,0.000000,200,191,52589.86,86,81,24,200,195,38693.38,74,83,38,40,21,6411.18,12,9,0,16,9,5273.82,4,3,2,11,4,2868.54,2,2,0,3,0,0.00,0,0,0,800,757214.77,1714.41,125.77,470191.43,1631.560000,1970,1755,0.000000,0.000000,800,748,213195.15,314,319,115,800,786,152255.47,326,317,143,214,122,42070.01,55,58,9,97,69,38456.37,29,30,10,44,22,19118.43,9,9,4,15,8,5096.00,4,4,0
credit_high,4,3,1,0.993238,1.002507,0.989940,0.978093,0.973410,0.992908,0.979315,16308945.08,4578.33,11,15325676.05,2978.25,114.33,0,200,200917.52,0.00,0.00,128830.95,437.960000,489,447,0.000000,0.000000,200,200,61510.90,74,83,43,200,195,40721.48,68,79,48,51,35,14231.67,12,15,8,20,12,8538.90,1,7,4,14,5,3828.00,2,3,0,4,0,0.00,0,0,0,800,782351.51,4578.33,288.32,498808.82,1704.120000,1983,1797,0.000000,0.000000,800,798,238872.28,324,317,157,800,786,154979.87,313,321,152,230,129,48961.61,55,52,22,89,56,34242.96,19,24,13,44,18,13917.58,9,8,1,20,10,7834.52,4,4,2
credit_high,4,4,1,1.006657,1.019727,0.997870,1.000290,0.969517,1.004547,1.028280,16313258.05,8891.30,23,15324777.73,4569.97,257.00,0,200,205027.99,0.00,0.00,126986.55,424.200000,504,451,0.000000,0.000000,200,200,59965.55,83,81,36,200,198,38733.01,84,77,37,54,26,10523.72,11,9,6,28,20,12071.09,8,7,5,18,6,4874.57,4,1,1,4,1,818.61,0,1,0,800,783452.33,8891.30,596.59,524289.80,1738.240000,2005,1814,0.000000,0.000000,800,799,245768.09,316,319,164,800,781,158319.73,295,323,163,238,141,56135.59,56,58,27,101,62,35857.12,25,25,12,42,22,20801.64,7,10,5,24,9,7407.63,4,3,2
credit_high,4,5,1,1.020040,1.033727,1.004460,1.025837,0.976832,1.037976,1.060928,16314467.91,10101.16,28,15316512.02,1744.61,534.75,0,200,200086.55,0.00,0.00,136044.61,438.960000,497,452,1.000000,0.000000,200,200,63342.89,72,87,41,200,193,39878.62,72,78,43,54,36,15735.76,14,11,11,24,15,8568.51,7,5,3,14,7,7120.14,2,3,2,5,1,1398.69,0,0,1,800,797869.34,10101.16,705.31,507864.35,1695.600000,1949,1778,0.000000,0.000000,800,797,246222.09,325,313,159,800,785,157785.08,313,315,157,198,118,49020.34,40,56,22,93,57,34987.23,17,28,12,36,13,14159.57,1,8,4,22,8,5690.04,4,4,0
credit_high,4,6,1,1.024775,1.039747,1.007060,1.040869,0.973853,1.030616,1.072023,16316824.30,12457.55,34,15307021.13,2988.24,631.85,0,200,198275.31,0.00,0.00,132916.77,434.120000,501,447,0.000000,0.000000,200,199,64025.33,77,75,47,200,197,40767.31,78,73,46,53,27,12015.15,10,9,8,30,20,11688.64,8,8,4,13,2,2443.99,0,1,1,5,2,1976.35,1,0,1,800,811527.86,12457.55,883.08,509767.01,1693.280000,1989,1784,0.000000,0.000000,800,798,247345.86,320,325,153,800,785,158493.33,304,327,154,222,124,50025.14,57,44,23,99,48,26878.53,25,13,10,42,21,20424.32,7,9,5,26,8,6599.83,3,4,1
credit_high,4,7,1,1.026679,1.043827,1.008470,1.039698,0.966184,1.026751,1.108578,16318815.42,14448.67,41,15298061.08,2780.80,789.68,0,200,198001.49,0.00,0.00,131383.28,434.160000,502,444,0.000000,0.000000,200,200,64669.20,75,79,46,200,196,40429.80,73,81,42,55,32,15220.99,4,19,9,26,12,7836.53,2,7,3,16,3,1863.03,3,0,0,5,1,1363.73,0,0,1,800,822752.85,14448.67,1080.70,511831.34,1684.360000,1943,1763,1.000000,0.000000,800,795,247557.80,320,321,154,800,786,159117.70,309,319,158,166,85,38974.93,21,40,24,109,68,38994.80,30,24,14,40,20,19681.22,8,6,6,28,9,7504.89,4,4,1
credit_high,4,8,1,1.027970,1.047047,1.009640,1.028897,0.966716,1.022417,1.164003,16319988.08,15621.33,46,15297832.88,2141.42,968.76,0,200,204573.88,0.00,0.00,124540.87,414.360000,498,441,1.000000,0.000000,200,200,61462.63,88,73,39,200,197,39341.22,85,72,40,44,24,9198.09,11,10,3,32,13,7783.54,7,2,4,16,6,5818.75,1,4,1,6,1,936.64,0,1,0,800,817581.32,15621.33,1184.24,527405.60,1726.840000,2004,1799,0.000000,0.000000,800,798,252283.19,310,327,161,800,782,160088.20,294,328,160,203,124,53786.66,40,54,30,128,70,40590.93,26,31,13,42,18,15145.06,9,7,2,31,7,5511.56,4,3,0
credit_high,4,9,1,1.029918,1.050073,1.010480,1.024705,0.976305,1.019491,1.172105,16325004.96,20638.21,60,15297127.42,6074.88,1058.00,0,200,206694.14,0.00,0.00,128995.87,427.400000,508,445,0.500000,0.000000,200,200,64421.64,78,77,45,200,191,39854.77,67,83,41,55,34,13250.20,15,14,5,33,15,7674.00,7,7,1,14,4,2823.50,3,1,0,6,1,971.76,0,1,0,800,821183.40,20638.21,1572.25,522473.34,1704.160000,2015,1790,0.000000,0.000000,800,799,250416.32,321,323,155,800,782,157816.19,311,317,154,208,119,48419.57,45,53,21,120,60,36258.35,21,26,13,55,24,23234.70,8,10,6,32,6,6328.21,1,3,2
credit_high,4,10,1,1.030443,1.050633,1.009720,1.023813,0.975466,1.033037,1.182203,16325844.42,21477.67,66,15289812.50,2244.94,1405.48,0,200,214997.42,0.00,0.00,122821.02,416.720000,507,434,1.000000,0.000000,200,200,63633.40,79,79,42,200,199,40932.54,75,82,42,47,19,7607.77,9,6,4,38,14,8192.21,6,5,3,13,2,2455.10,0,1,1,9,0,0.00,0,0,0,800,821034.50,21477.67,1750.58,522038.73,1714.720000,2044,1806,0.000000,0.000000,800,798,251045.30,320,320,158,800,789,159330.44,316,315,158,230,135,55130.56,58,48,29,125,55,30198.43,27,19,9,56,24,22684.77,9,10,5,33,5,3649.23,4,1,0
credit_high,4,11,1,1.031801,1.052580,1.010390,1.026414,0.971207,1.047195,1.162560,16327977.88,23611.13,76,15302496.46,3702.28,1568.82,0,200,203358.62,0.00,0.00,142766.11,449.560000,548,463,0.000000,0.000000,200,198,64018.63,71,86,41,200,196,40148.44,70,88,38,64,41,17652.19,14,17,10,50,20,11863.13,5,12,3,17,4,4723.22,1,1,2,17,4,4360.50,1,1,2,800,822122.80,23611.13,1978.00,522092.52,1706.800000,2052,1800,0.000000,0.000000,800,798,249529.81,329,314,155,800,786,159311.22,314,312,160,213,123,49532.36,51,50,22,148,63,36736.07,28,21,14,57,24,22043.08,10,10,4,34,6,4939.98,3,3,0
credit_high,4,12,1,1.034584,1.052787,1.010210,1.032711,0.984456,1.056427,1.220685,16330461.29,26094.54,84,15303665.19,4254.96,1771.55,0,200,205343.24,0.00,0.00,129147.62,419.680000,530,446,1.000000,0.000000,200,199,62434.75,86,71,42,200,196,39078.61,84,73,39,50,25,9946.38,14,5,6,44,17,9423.99,9,5,3,21,5,4115.78,2,3,0,15,4,4148.11,1,2,1,800,821452.86,26094.54,2215.57,524195.78,1705.880000,2057,1793,1.000000,0.000000,800,795,250066.21,314,329,152,800,780,157188.03,304,327,149,214,125,51800.61,52,46,27,144,66,39838.18,24,28,14,65,21,19685.38,9,8,4,34,6,5617.37,3,2,1
credit_high,4,13,1,1.035842,1.052427,1.008980,1.029448,0.996883,1.069298,1.275505,16331715.42,27348.67,93,15287690.52,3234.86,1980.73,0,200,207109.43,0.00,0.00,129371.78,424.840000,527,443,2.000000,0.000000,200,198,63937.83,81,70,47,200,197,40231.30,78,77,42,57,32,13036.39,13,13,6,33,8,4809.84,2,5,1,21,5,4521.76,3,1,1,16,3,2834.66,1,2,0,800,836915.47,27348.67,2487.36,506828.22,1663.720000,2006,1751,1.000000,0.000000,800,787,246192.89,319,318,150,800,786,158126.60,316,315,155,174,97,38465.17,46,33,18,126,52,35360.68,12,24,16,67,23,22809.50,8,10,5,39,6,5873.38,3,2,1
credit_high,4,14,1,1.034855,1.051967,1.008110,1.016613,0.988188,1.097727,1.304785,16332765.66,28398.91,99,15257488.83,3281.20,2230.96,0,200,224265.53,0.00,0.00,113986.23,389.480000,517,419,3.000000,0.000000,200,191,58407.32,86,69,36,200,191,37430.19,83,73,35,49,24,8126.63,14,9,1,34,9,6203.48,2,4,3,18,2,1677.93,1,1,0,16,2,2140.68,0,2,0,800,851011.30,28398.91,2622.58,507986.75,1652.600000,2049,1767,1.000000,0.000000,800,771,236108.26,314,331,126,800,771,150437.71,317,327,127,201,123,48208.61,48,58,17,143,70,41754.83,27,29,14,66,24,23179.74,10,10,4,39,8,8297.60,4,2,2
credit_high,4,15,1,1.035292,1.052627,1.006510,1.012078,0.990761,1.103157,1.359903,16337815.99,33449.24,113,15263062.37,7401.49,2351.16,0,200,224280.27,0.00,0.00,131130.57,437.240000,530,453,2.500000,0.000000,200,200,64302.85,69,93,38,200,197,41130.62,70,83,44,59,42,15933.64,20,16,6,37,12,7809.42,3,6,3,17,0,0.00,0,0,0,17,2,1954.04,1,1,0,800,850473.35,33449.24,3057.87,526617.64,1710.320000,2034,1794,1.000000,0.000000,800,799,251299.79,330,307,162,800,788,158399.28,315,317,156,197,117,49386.57,39,51,27,129,61,36905.82,25,22,14,65,22,22531.18,8,9,5,43,7,8095.00,2,3,2
credit_high,4,16,1,1.039413,1.058627,1.009110,1.019624,0.987963,1.092072,1.394928,16340275.86,35909.11,118,15252682.56,5200.02,2740.15,0,200,226482.90,0.00,0.00,128952.01,416.880000,525,432,3.000000,0.000000,200,194,62716.49,75,77,42,200,191,39527.89,79,66,46,36,22,9343.58,9,7,6,45,20,12089.41,7,9,4,24,5,5274.64,1,3,1,20,0,0.00,0,0,0,800,861110.40,35909.11,3191.69,512842.85,1670.120000,2050,1773,1.000000,0.000000,800,788,244835.43,325,323,140,800,764,151624.88,321,298,145,215,139,55738.41,57,57,25,130,60,36245.45,23,24,13,58,14,14878.86,6,3,5,47,8,9519.82,2,4,2
credit_high,4,17,1,1.038096,1.057620,1.007290,1.017473,0.992032,1.076894,1.412073,16343204.90,38838.15,130,15255535.60,5782.23,2853.19,0,200,219265.70,0.00,0.00,138375.94,439.640000,539,455,1.000000,0.000000,200,197,64953.91,69,84,44,200,196,39526.49,74,85,37,55,38,15997.16,14,15,9,40,16,9748.48,7,5,4,23,5,4862.77,2,2,1,21,3,3287.13,2,0,1,800,868403.60,38838.15,3527.28,516651.77,1696.800000,2036,1794,1.000000,0.000000,800,796,250022.51,331,309,156,800,787,157016.33,321,315,151,199,127,51279.64,51,52,24,127,62,34643.66,26,28,8,65,19,20021.23,5,9,5,45,3,3668.40,1,1,1
credit_high,4,18,1,1.038491,1.058320,1.007010,1.023739,0.989174,1.078656,1.384943,16342930.62,38563.87,135,15218728.34,2879.84,3154.12,0,200,230192.57,0.00,0.00,120238.88,401.560000,527,425,3.000000,0.000000,200,190,57957.04,83,75,32,200,193,39301.73,80,70,43,42,22,9640.60,9,6,7,44,16,9469.60,8,4,4,21,4,3869.91,2,1,1,20,0,0.00,0,0,0,800,894009.71,38563.87,3637.60,495128.53,1642.800000,2026,1752,1.000000,0.000000,800,763,233386.28,317,325,121,800,789,157802.95,311,330,148,197,122,47357.42,58,44,20,113,50,27642.92,25,17,8,66,23,23052.20,8,10,5,50,5,5886.76,1,3,1
credit_high,4,19,1,1.036896,1.057893,1.006850,1.016305,0.977524,1.096686,1.352485,16342932.36,38565.61,137,15224322.58,3252.36,3250.62,0,200,222053.77,0.00,0.00,139307.33,442.040000,538,451,2.500000,0.000000,200,200,66306.41,74,77,49,200,196,40779.76,77,72,47,52,33,14763.16,10,13,10,40,15,8595.27,5,8,2,24,6,7216.43,2,1,3,22,1,1646.30,0,0,1,800,896556.01,38565.61,3682.88,518461.58,1697.920000,2016,1788,1.000000,0.000000,800,798,250687.67,324,323,151,800,789,158818.29,308,328,153,172,109,44235.01,46,40,23,131,68,40320.04,28,25,15,61,18,17506.15,7,8,3,52,6,6894.42,1,4,1
credit_high,4,20,0,1.039105,1.062820,1.008620,1.010765,0.980948,1.093420,1.338240,16342950.36,38583.61,145,15216444.12,3302.33,3284.33,0,200,230255.05,0.00,0.00,122969.50,413.400000,529,439,4.000000,0.000000,200,200,63265.76,85,74,41,200,197,39878.72,80,76,41,43,24,8309.16,14,8,2,38,13,7866.25,7,2,4,25,4,2918.38,3,1,0,23,1,731.23,1,0,0,800,896251.19,38583.61,3891.62,521326.71,1701.240000,2035,1795,0.000000,0.000000,800,800,255580.24,315,326,159,800,778,156683.28,320,299,159,186,124,46251.32,53,59,12,133,68,40485.19,24,31,13,64,19,16766.69,8,10,1,52,6,5559.99,3,3,0
credit_high,4,21,0,1.040133,1.064687,1.009750,1.010191,0.986832,1.081719,1.328933,16346066.84,41700.09,153,15224736.38,6587.49,3471.01,0,200,225940.67,0.00,0.00,135489.67,437.400000,552,455,2.000000,0.000000,200,200,65060.69,75,83,42,200,194,40344.58,70,82,42,61,38,15160.78,14,18,6,40,15,8000.76,6,8,1,28,7,5814.78,5,1,1,23,1,1108.08,0,1,0,800,895389.79,41700.09,4122.80,524977.26,1703.840000,2028,1786,1.000000,0.000000,800,799,254158.40,324,317,158,800,785,159125.53,309,318,158,179,113,47327.17,41,45,27,125,63,36194.10,27,25,11,66,19,20184.26,5,9,5,58,7,7987.80,2,3,2
credit_high,4,22,0,1.041969,1.066127,1.010410,1.018843,0.985265,1.081585,1.345805,16346908.57,42541.82,159,15200157.64,4515.05,3673.32,0,200,238330.40,0.00,0.00,118791.37,396.360000,534,417,4.000000,0.000000,200,190,60576.14,82,67,41,200,195,39570.28,85,66,44,45,15,5793.69,8,4,3,39,13,8327.37,5,4,4,26,3,2881.71,2,0,1,24,1,1642.18,0,0,1,800,908420.53,42541.82,4297.81,508804.56,1649.800000,2053,1745,0.000000,0.000000,800,758,239233.58,318,293,147,800,777,156740.64,315,306,156,205,120,46361.25,59,40,21,117,59,35573.67,21,26,12,74,25,24763.61,9,11,5,57,6,6131.81,3,2,1
credit_high,4,23,0,1.040386,1.064380,1.009480,1.011714,0.979870,1.104099,1.327105,16348321.47,43954.72,165,15218222.72,5242.33,3829.43,0,200,233017.95,0.00,0.00,136497.42,437.480000,569,461,2.000000,0.000000,200,199,61907.86,85,78,36,200,195,39876.65,74,81,40,68,40,16438.52,16,15,9,46,20,11993.43,7,9,4,30,7,6280.96,4,2,1,25,0,0.00,0,0,0,800,897080.80,43954.72,4486.35,533742.33,1721.960000,2070,1803,1.000000,0.000000,800,798,256841.90,312,322,164,800,788,159751.32,312,316,160,212,127,50982.08,51,52,24,121,60,35252.55,26,21,13,73,21,21939.82,7,9,5,64,9,8974.66,4,4,1
credit_high,4,24,0,1.043848,1.066373,1.010440,1.025558,0.986011,1.110611,1.335138,16349999.66,45632.91,175,15192846.67,5668.96,3990.77,0,200,241914.07,0.00,0.00,122294.26,403.280000,546,430,4.000000,0.000000,200,195,61262.53,89,65,41,200,192,37773.09,86,69,37,50,24,10529.10,12,3,9,43,13,7915.68,5,5,3,27,4,3316.90,2,2,0,26,2,1496.96,2,0,0,800,915238.92,45632.91,4749.95,504504.36,1654.720000,2066,1770,1.000000,0.000000,800,777,242954.35,311,335,131,800,767,149380.25,314,331,122,207,139,56131.12,55,60,24,127,64,35202.56,28,28,8,70,19,16616.76,9,9,1,62,4,4219.32,2,1,1
