scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_high,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,16250634.50,1020.00,3,15374385.34,1020.00,0.00,0,201,176454.40,0.00,0.00,91720.00,339.760000,464,394,0.000000,0.000000,201,173,43020.00,82,87,4,201,175,30760.00,81,80,14,34,26,7680.00,17,9,0,20,14,6720.00,7,7,0,6,5,3060.00,4,1,0,2,1,480.00,1,0,0,799,699794.76,1020.00,69.30,333020.00,1262.480000,1824,1468,0.000000,0.000000,799,646,159240.00,318,313,15,799,685,118840.00,319,320,46,138,79,23600.00,50,29,0,67,41,19560.00,25,14,2,16,13,9540.00,6,7,0,5,4,2240.00,3,1,0
credit_high,1,2,1,0.987005,0.991113,0.988560,0.978332,0.976254,0.974651,0.973000,16251819.18,2204.68,6,15293911.28,1247.18,62.50,0,201,195021.02,0.00,0.00,115521.98,409.760000,475,434,0.000000,0.000000,201,189,54911.49,76,81,32,201,201,40210.28,76,84,41,36,21,7631.46,8,11,2,29,18,9193.74,10,6,2,5,3,2313.01,1,2,0,3,2,1262.00,1,1,0,799,762886.88,2204.68,144.59,453988.54,1621.400000,1893,1741,0.000000,0.000000,799,757,214581.73,324,319,114,799,792,155751.43,321,316,155,177,131,47304.60,59,56,16,88,39,19909.09,23,11,5,23,16,12655.69,10,3,3,7,6,3786.00,3,3,0
credit_high,1,3,1,0.992665,1.003387,0.992670,0.978122,0.968380,0.957299,0.976490,16254643.62,5029.12,13,15272119.53,2953.90,129.46,0,201,210302.71,0.00,0.00,118808.61,420.240000,481,444,0.000000,0.000000,201,200,60139.58,82,77,41,201,198,40002.63,75,81,42,45,30,10623.95,14,13,3,24,11,5368.43,7,3,1,9,4,2169.72,4,0,0,1,1,504.30,1,0,0,799,772221.38,5029.12,334.62,509384.22,1720.040000,1936,1807,0.000000,0.000000,799,798,240507.42,316,323,159,799,785,156488.31,308,319,158,175,126,47205.16,53,54,19,114,66,37077.38,26,30,10,37,23,20798.33,7,11,5,12,9,7307.62,3,4,2
credit_high,1,4,1,1.006439,1.023447,1.000380,0.984570,0.982521,0.961358,0.995930,16258554.67,8940.17,25,15266418.66,4210.81,299.76,0,201,208817.29,0.00,0.00,135579.78,450.520000,500,463,0.000000,0.000000,201,200,62702.36,75,82,43,201,200,41803.78,71,82,47,58,43,17428.83,20,11,12,28,17,10421.91,8,4,5,10,3,3222.90,0,2,1,2,0,0.00,0,0,0,799,783318.72,8940.17,644.76,508703.93,1705.160000,1934,1799,0.000000,0.000000,799,798,243962.74,323,318,157,799,783,156233.58,312,318,153,166,121,46210.98,47,56,18,115,66,38743.43,25,29,12,40,22,16885.36,11,9,2,15,9,6667.84,4,4,1
credit_high,1,5,1,1.019219,1.038040,1.008220,1.000045,1.002372,0.971489,1.006003,16261301.16,11686.66,34,15272651.32,3328.27,581.78,0,201,203120.61,0.00,0.00,139796.88,452.000000,500,460,0.000000,0.000000,201,201,65313.91,76,75,50,201,200,42336.99,69,84,47,54,33,14348.04,11,12,10,27,17,11446.47,4,8,5,12,7,4973.02,4,3,0,5,2,1378.45,1,1,0,799,785529.23,11686.66,865.66,516420.36,1710.720000,1959,1806,0.000000,0.000000,799,798,245913.68,323,325,150,799,789,157990.64,320,316,153,202,134,52294.98,56,55,23,108,57,35144.08,20,25,12,39,20,18407.41,7,8,5,12,8,6669.57,3,3,2
credit_high,1,6,1,1.027095,1.046040,1.011480,1.018897,1.004381,0.985241,1.051123,16266166.16,16551.66,48,15287200.84,5645.45,780.45,0,201,198710.86,0.00,0.00,138514.49,446.600000,497,455,0.000000,0.000000,201,201,66789.80,68,84,49,201,197,41790.68,70,80,47,48,31,13409.16,10,13,8,31,18,10046.72,8,8,2,13,6,5041.12,3,2,1,3,2,1437.01,1,1,0,799,780254.46,16551.66,1278.58,526019.61,1714.800000,1982,1808,0.000000,0.000000,799,798,246837.82,331,316,151,799,780,157756.59,307,320,153,208,136,54490.14,57,54,25,124,64,39821.45,24,25,15,39,22,20141.64,8,9,5,13,8,6971.97,3,3,2
credit_high,1,7,1,1.032638,1.049227,1.013140,1.032387,1.016152,1.004556,1.092928,16269843.15,20228.65,58,15284049.20,4832.69,1155.70,0,201,193876.48,0.00,0.00,138946.95,444.120000,493,453,0.000000,0.000000,201,199,64977.00,73,80,46,201,200,41949.00,78,74,48,43,30,14952.04,6,11,13,30,16,9078.96,9,4,3,14,6,5987.28,2,2,2,4,2,2002.67,1,0,1,799,791917.47,20228.65,1577.28,507885.99,1668.720000,1920,1766,0.000000,0.000000,799,791,244493.72,327,319,145,799,787,157460.56,321,318,148,151,95,39294.35,39,36,20,120,63,40207.45,20,29,14,38,22,19689.16,9,9,4,13,8,6740.75,3,4,1
credit_high,1,8,1,1.033908,1.048647,1.012340,1.027431,1.025270,1.030271,1.140000,16272213.09,22598.59,67,15286135.87,3792.07,1422.13,0,201,197247.92,0.00,0.00,130747.76,428.000000,481,438,0.000000,0.000000,201,199,64483.67,73,82,44,201,198,41712.52,72,80,46,34,21,9552.34,7,7,7,28,15,9232.68,6,6,3,13,4,5145.73,1,0,3,4,1,620.82,1,0,0,799,788829.30,22598.59,1852.84,521323.49,1710.720000,1961,1802,0.000000,0.000000,799,799,249741.15,325,318,156,799,791,158959.09,319,320,152,187,126,52919.24,44,56,26,132,62,38316.17,27,21,14,30,16,14355.50,6,8,2,14,8,7032.34,3,4,1
credit_high,1,9,1,1.034276,1.050960,1.012700,1.022937,1.023456,1.016907,1.165623,16274405.78,24791.28,75,15287062.86,3865.11,1672.42,0,201,206595.97,0.00,0.00,124776.41,421.480000,484,445,0.000000,0.000000,201,201,63528.63,79,82,40,201,201,40296.77,83,79,39,43,28,11024.96,13,10,5,24,11,6764.37,4,5,2,11,2,1545.52,1,1,0,4,2,1616.16,1,1,0,799,780746.95,24791.28,2090.07,526135.16,1710.120000,1966,1799,0.000000,0.000000,799,799,251759.37,321,318,160,799,785,157905.96,314,321,150,187,124,50100.43,54,45,25,127,65,40566.06,27,23,15,35,20,20496.74,5,9,6,19,6,5306.60,3,2,1
credit_high,1,10,1,1.033710,1.052113,1.012100,1.017857,1.020628,1.012110,1.166708,16277891.71,28277.21,88,15291743.37,5369.81,1883.88,0,201,198206.33,0.00,0.00,142519.36,457.240000,502,463,0.000000,0.000000,201,201,67584.14,70,79,52,201,201,42801.00,70,83,48,58,43,18221.74,13,21,9,23,10,5915.44,3,6,1,15,6,6077.24,2,2,2,4,2,1919.80,0,2,0,799,787942.01,28277.21,2451.59,512145.73,1685.920000,1998,1788,0.000000,0.000000,799,799,248049.86,330,321,148,799,789,158429.30,320,317,152,184,106,42776.95,41,46,19,145,64,35683.48,30,27,7,49,22,19792.28,9,9,4,22,8,7413.86,4,2,2
