scenario,seed,tick,warmup,category,tier,price,units,sold,blocked,unaffordable,mix_share
credit_high,1,1,1,food,budget,180.00,400,400,145,0,0.488400
credit_high,1,1,1,food,standard,300.00,400,400,61,2,0.488400
credit_high,1,1,1,food,premium,540.00,200,19,0,2,0.023199
credit_high,1,1,1,leisure,budget,120.00,400,400,15,1,0.465116
credit_high,1,1,1,leisure,standard,200.00,400,400,14,1,0.465116
credit_high,1,1,1,leisure,premium,360.00,200,60,0,2,0.069767
credit_high,1,1,1,clothing,budget,240.00,67,67,27,1,0.638095
credit_high,1,1,1,clothing,standard,400.00,67,38,0,2,0.361905
credit_high,1,1,1,clothing,premium,720.00,33,0,0,0,0.000000
credit_high,1,1,1,hobby,budget,360.00,33,32,0,3,0.581818
credit_high,1,1,1,hobby,standard,600.00,33,21,0,0,0.381818
credit_high,1,1,1,hobby,premium,1080.00,17,2,0,0,0.036364
credit_high,1,1,1,electronics,budget,540.00,11,10,0,1,0.555556
credit_high,1,1,1,electronics,standard,900.00,11,8,0,2,0.444444
credit_high,1,1,1,electronics,premium,1620.00,6,0,0,0,0.000000
credit_high,1,1,1,appliances,budget,480.00,4,4,2,0,0.800000
credit_high,1,1,1,appliances,standard,800.00,4,1,0,1,0.200000
credit_high,1,1,1,appliances,premium,1440.00,2,0,0,0,0.000000
credit_high,1,2,1,food,budget,183.26,400,400,54,0,0.422833
credit_high,1,2,1,food,standard,302.29,400,400,303,12,0.422833
credit_high,1,2,1,food,premium,515.57,200,146,0,5,0.154334
credit_high,1,2,1,leisure,budget,120.23,400,397,0,0,0.399799
credit_high,1,2,1,leisure,standard,200.35,400,400,91,6,0.402820
credit_high,1,2,1,leisure,premium,347.40,200,196,0,0,0.197382
credit_high,1,2,1,clothing,budget,244.84,67,67,36,4,0.440789
credit_high,1,2,1,clothing,standard,391.34,67,67,3,3,0.440789
credit_high,1,2,1,clothing,premium,684.00,33,18,0,0,0.118421
credit_high,1,2,1,hobby,budget,359.45,33,33,37,3,0.578947
credit_high,1,2,1,hobby,standard,589.09,33,17,0,2,0.298246
credit_high,1,2,1,hobby,premium,1032.35,17,7,0,0,0.122807
credit_high,1,2,1,electronics,budget,537.55,11,11,2,3,0.578947
credit_high,1,2,1,electronics,standard,887.73,11,5,0,4,0.263158
credit_high,1,2,1,electronics,premium,1539.00,6,3,0,1,0.157895
credit_high,1,2,1,appliances,budget,492.00,4,4,2,0,0.500000
credit_high,1,2,1,appliances,standard,770.00,4,4,3,1,0.500000
