scenario,seed,tick,warmup,category,tier,price,units,sold,blocked,unaffordable,mix_share
credit_off,2,1,1,food,budget,180.00,400,400,146,0,0.487211
credit_off,2,1,1,food,standard,300.00,400,400,67,2,0.487211
credit_off,2,1,1,food,premium,540.00,200,21,0,2,0.025579
credit_off,2,1,1,leisure,budget,120.00,400,400,36,0,0.465116
credit_off,2,1,1,leisure,standard,200.00,400,400,23,3,0.465116
credit_off,2,1,1,leisure,premium,360.00,200,60,0,1,0.069767
credit_off,2,1,1,clothing,budget,240.00,67,67,25,1,0.670000
credit_off,2,1,1,clothing,standard,400.00,67,33,0,4,0.330000
credit_off,2,1,1,clothing,premium,720.00,33,0,0,0,0.000000
credit_off,2,1,1,hobby,budget,360.00,33,33,7,1,0.647059
credit_off,2,1,1,hobby,standard,600.00,33,17,0,5,0.333333
credit_off,2,1,1,hobby,premium,1080.00,17,1,0,0,0.019608
credit_off,2,1,1,electronics,budget,540.00,11,11,12,1,0.785714
credit_off,2,1,1,electronics,standard,900.00,11,3,0,4,0.214286
credit_off,2,1,1,electronics,premium,1620.00,6,0,0,0,0.000000
credit_off,2,1,1,appliances,budget,480.00,4,4,5,0,0.800000
credit_off,2,1,1,appliances,standard,800.00,4,1,0,2,0.200000
credit_off,2,1,1,appliances,premium,1440.00,2,0,0,0,0.000000
credit_off,2,2,1,food,budget,183.29,400,400,43,0,0.417973
credit_off,2,2,1,food,standard,302.51,400,400,302,6,0.417973
credit_off,2,2,1,food,premium,515.84,200,157,0,12,0.164054
credit_off,2,2,1,leisure,budget,120.54,400,389,0,0,0.393327
credit_off,2,2,1,leisure,standard,200.58,400,400,107,10,0.404449
credit_off,2,2,1,leisure,premium,347.40,200,200,2,4,0.202224
credit_off,2,2,1,clothing,budget,244.48,67,67,76,3,0.458904
credit_off,2,2,1,clothing,standard,389.85,67,67,12,5,0.458904
credit_off,2,2,1,clothing,premium,684.00,33,12,0,1,0.082192
credit_off,2,2,1,hobby,budget,363.82,33,33,15,4,0.440000
credit_off,2,2,1,hobby,standard,585.45,33,32,0,5,0.426667
credit_off,2,2,1,hobby,premium,1029.18,17,10,0,2,0.133333
credit_off,2,2,1,electronics,budget,567.00,11,11,15,2,0.478261
credit_off,2,2,1,electronics,standard,867.27,11,11,4,6,0.478261
credit_off,2,2,1,electronics,premium,1539.00,6,1,0,1,0.043478
credit_off,2,2,1,appliances,budget,504.00,4,4,6,1,0.444444
credit_off,2,2,1,appliances,standard,770.00,4,4,1,2,0.444444
credit_off,2,2,1,appliances,premium,1368.00,2,1,0,0,0.111111
credit_off,2,3,1,food,budget,184.27,400,400,0,0,0.400000
credit_off,2,3,1,food,standard,313.93,400,400,186,14,0.400000
credit_off,2,3,1,food,premium,510.29,200,200,120,13,0.200000
credit_off,2,3,1,leisure,budget,120.37,400,382,0,0,0.389002
credit_off,2,3,1,leisure,standard,203.26,400,400,95,12,0.407332
credit_off,2,3,1,leisure,premium,347.57,200,200,48,7,0.203666
credit_off,2,3,1,clothing,budget,256.70,67,67,74,7,0.462069
credit_off,2,3,1,clothing,standard,393.34,67,67,46,4,0.462069
credit_off,2,3,1,clothing,premium,662.24,33,11,0,3,0.075862
credit_off,2,3,1,hobby,budget,372.09,33,33,9,4,0.397590
credit_off,2,3,1,hobby,standard,584.57,33,33,13,5,0.397590
credit_off,2,3,1,hobby,premium,1007.99,17,17,1,4,0.204819
credit_off,2,3,1,electronics,budget,595.35,11,11,15,3,0.440000
credit_off,2,3,1,electronics,standard,883.04,11,11,8,3,0.440000
credit_off,2,3,1,electronics,premium,1474.88,6,3,0,2,0.120000
credit_off,2,3,1,appliances,budget,529.20,4,4,7,1,0.444444
credit_off,2,3,1,appliances,standard,779.63,4,4,3,1,0.444444
credit_off,2,3,1,appliances,premium,1333.80,2,1,0,1,0.111111
credit_off,2,4,1,food,budget,184.27,400,397,0,0,0.398195
credit_off,2,4,1,food,standard,321.23,400,400,90,15,0.401204
credit_off,2,4,1,food,premium,525.60,200,200,115,20,0.200602
credit_off,2,4,1,leisure,budget,120.10,400,378,0,1,0.386503
credit_off,2,4,1,leisure,standard,205.67,400,400,27,14,0.408998
credit_off,2,4,1,leisure,premium,351.74,200,200,87,5,0.204499
credit_off,2,4,1,clothing,budget,269.54,67,67,27,10,0.401198
credit_off,2,4,1,clothing,standard,406.84,67,67,45,5,0.401198
credit_off,2,4,1,clothing,premium,640.16,33,33,16,7,0.197605
credit_off,2,4,1,hobby,budget,377.16,33,27,0,4,0.350649
credit_off,2,4,1,hobby,standard,596.08,33,33,4,6,0.428571
credit_off,2,4,1,hobby,premium,1010.95,17,17,1,1,0.220779
credit_off,2,4,1,electronics,budget,625.12,11,11,9,8,0.392857
credit_off,2,4,1,electronics,standard,915.15,11,11,8,3,0.392857
credit_off,2,4,1,electronics,premium,1438.00,6,6,4,3,0.214286
credit_off,2,4,1,appliances,budget,555.66,4,4,9,2,0.400000
credit_off,2,4,1,appliances,standard,808.86,4,4,3,1,0.400000
credit_off,2,4,1,appliances,premium,1300.45,2,2,1,3,0.200000
credit_off,2,5,1,food,budget,184.20,400,398,0,0,0.398798
credit_off,2,5,1,food,standard,324.85,400,400,32,23,0.400802
credit_off,2,5,1,food,premium,540.71,200,200,63,23,0.200401
credit_off,2,5,1,leisure,budget,119.77,400,386,0,0,0.391481
credit_off,2,5,1,leisure,standard,206.37,400,400,11,15,0.405680
credit_off,2,5,1,leisure,premium,359.40,200,200,40,10,0.202840
credit_off,2,5,1,clothing,budget,274.97,67,67,22,15,0.401198
credit_off,2,5,1,clothing,standard,420.51,67,67,27,8,0.401198
credit_off,2,5,1,clothing,premium,655.68,33,33,19,3,0.197605
credit_off,2,5,1,hobby,budget,373.73,33,29,0,10,0.391892
credit_off,2,5,1,hobby,standard,599.69,33,28,0,6,0.378378
credit_off,2,5,1,hobby,premium,1013.93,17,17,4,4,0.229730
credit_off,2,5,1,electronics,budget,650.69,11,10,0,11,0.400000
credit_off,2,5,1,electronics,standard,948.43,11,11,5,5,0.440000
credit_off,2,5,1,electronics,premium,1485.94,6,4,0,6,0.160000
credit_off,2,5,1,appliances,budget,583.44,4,4,9,1,0.444444
credit_off,2,5,1,appliances,standard,839.19,4,4,4,0,0.444444
credit_off,2,5,1,appliances,premium,1332.97,2,1,0,1,0.111111
credit_off,2,6,1,food,budget,184.16,400,395,0,0,0.396985
credit_off,2,6,1,food,standard,326.14,400,400,49,23,0.402010
credit_off,2,6,1,food,premium,549.23,200,200,20,12,0.201005
