scenario,seed,tick,warmup,cpi,cpi_food,cpi_leisure,cpi_clothing,cpi_hobby,cpi_electronics,cpi_appliances,money_stock,loans_outstanding,loans_live,pool,money_created,money_destroyed,rationed,abstainer_households,abstainer_cash,abstainer_loans_outstanding,abstainer_debt_service,abstainer_spend,abstainer_quality,abstainer_wanted,abstainer_obtained,abstainer_wait_median,abstainer_wait_median_met,abstainer_food_wanted,abstainer_food_obtained,abstainer_food_spend,abstainer_food_budget_units,abstainer_food_standard_units,abstainer_food_premium_units,abstainer_leisure_wanted,abstainer_leisure_obtained,abstainer_leisure_spend,abstainer_leisure_budget_units,abstainer_leisure_standard_units,abstainer_leisure_premium_units,abstainer_clothing_wanted,abstainer_clothing_obtained,abstainer_clothing_spend,abstainer_clothing_budget_units,abstainer_clothing_standard_units,abstainer_clothing_premium_units,abstainer_hobby_wanted,abstainer_hobby_obtained,abstainer_hobby_spend,abstainer_hobby_budget_units,abstainer_hobby_standard_units,abstainer_hobby_premium_units,abstainer_electronics_wanted,abstainer_electronics_obtained,abstainer_electronics_spend,abstainer_electronics_budget_units,abstainer_electronics_standard_units,abstainer_electronics_premium_units,abstainer_appliances_wanted,abstainer_appliances_obtained,abstainer_appliances_spend,abstainer_appliances_budget_units,abstainer_appliances_standard_units,abstainer_appliances_premium_units,borrower_households,borrower_cash,borrower_loans_outstanding,borrower_debt_service,borrower_spend,borrower_quality,borrower_wanted,borrower_obtained,borrower_wait_median,borrower_wait_median_met,borrower_food_wanted,borrower_food_obtained,borrower_food_spend,borrower_food_budget_units,borrower_food_standard_units,borrower_food_premium_units,borrower_leisure_wanted,borrower_leisure_obtained,borrower_leisure_spend,borrower_leisure_budget_units,borrower_leisure_standard_units,borrower_leisure_premium_units,borrower_clothing_wanted,borrower_clothing_obtained,borrower_clothing_spend,borrower_clothing_budget_units,borrower_clothing_standard_units,borrower_clothing_premium_units,borrower_hobby_wanted,borrower_hobby_obtained,borrower_hobby_spend,borrower_hobby_budget_units,borrower_hobby_standard_units,borrower_hobby_premium_units,borrower_electronics_wanted,borrower_electronics_obtained,borrower_electronics_spend,borrower_electronics_budget_units,borrower_electronics_standard_units,borrower_electronics_premium_units,borrower_appliances_wanted,borrower_appliances_obtained,borrower_appliances_spend,borrower_appliances_budget_units,borrower_appliances_standard_units,borrower_appliances_premium_units
credit_high,3,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,16197276.50,720.00,1,15328511.98,720.00,0.00,0,195,166963.54,0.00,0.00,84920.00,318.080000,441,368,0.000000,0.000000,195,161,40020.00,83,71,7,195,173,30200.00,85,73,15,25,19,6000.00,10,9,0,19,11,6600.00,4,5,2,5,3,1620.00,3,0,0,2,1,480.00,1,0,0,805,701800.98,720.00,34.80,342760.00,1282.160000,1838,1488,0.000000,0.000000,805,663,164940.00,317,329,17,805,673,116600.00,315,313,45,127,93,28720.00,57,34,2,60,41,17640.00,29,12,0,35,15,12780.00,8,4,3,6,3,2080.00,1,2,0
credit_high,3,2,1,0.986921,0.991107,0.987400,0.976778,0.975298,0.989787,0.966000,16197997.76,1441.26,3,15226123.98,751.26,30.00,0,195,185895.23,0.00,0.00,107011.01,380.560000,461,408,0.000000,0.000000,195,180,52210.97,74,75,31,195,186,35994.70,74,80,32,40,23,7209.88,12,11,0,24,15,8109.60,5,9,1,5,3,3017.86,1,1,1,2,1,468.00,1,0,0,805,785978.55,1441.26,89.75,438463.25,1567.840000,1933,1710,0.000000,0.000000,805,751,209500.47,326,325,100,805,776,148284.10,326,320,130,189,101,33656.96,55,38,8,79,56,28306.12,28,24,4,43,20,14383.60,10,10,0,12,6,4332.00,3,2,1
credit_high,3,3,1,0.991605,1.002073,0.990220,0.970694,0.963865,0.998473,0.959400,16201833.28,5276.78,13,15203797.40,3915.46,79.94,0,195,189424.88,0.00,0.00,122414.05,421.160000,474,437,0.000000,0.000000,195,195,60043.31,76,74,45,195,193,39008.75,70,83,40,52,31,11897.61,13,12,6,21,12,6919.86,6,3,3,8,4,3292.62,1,3,0,3,2,1251.90,1,1,0,805,808611.00,5276.78,354.35,503121.63,1713.000000,1984,1805,0.000000,0.000000,805,801,239839.49,320,326,155,805,783,156138.21,306,317,160,226,124,44867.15,54,55,15,97,69,39320.10,27,30,12,39,22,19200.98,10,8,4,12,6,3755.70,3,3,0
credit_high,3,4,1,1.006271,1.023187,0.998550,0.988801,0.965356,1.005384,0.969273,16205320.19,8763.69,23,15201903.87,3805.30,318.39,0,195,195611.24,0.00,0.00,119762.31,409.280000,461,426,0.000000,0.000000,195,195,60391.18,80,72,43,195,192,39519.54,69,81,42,43,24,8469.46,12,10,2,18,10,5392.49,4,5,1,8,5,5989.64,1,1,3,2,0,0.00,0,0,0,805,807805.08,8763.69,625.46,526206.42,1743.760000,1985,1830,0.000000,0.000000,805,803,246195.40,318,328,157,805,785,157422.64,308,319,158,224,140,55479.65,55,57,28,95,71,42180.79,27,28,16,42,23,19707.98,10,10,3,14,8,5219.96,4,4,0
credit_high,3,5,1,1.020060,1.038933,1.007070,1.009760,0.971517,1.037337,0.971263,16207601.41,11044.91,29,15214794.24,2845.30,564.08,0,195,185147.32,0.00,0.00,136417.65,439.080000,490,453,0.000000,0.000000,195,195,62788.44,62,95,38,195,192,39187.80,63,95,34,57,37,15137.96,16,12,9,30,21,12255.64,8,9,4,9,6,5045.18,2,4,0,4,2,2002.63,0,1,1,805,807659.85,11044.91,810.52,524334.98,1727.760000,1970,1818,0.000000,0.000000,805,805,248891.56,338,305,162,805,793,160426.20,322,305,166,214,130,52152.47,51,55,24,90,60,35628.13,23,24,13,39,22,21469.15,9,7,6,17,8,5767.47,4,3,1
credit_high,3,6,1,1.029139,1.045920,1.011450,1.034575,0.983160,1.055628,0.999788,16209059.08,12502.58,34,15218685.69,2187.85,730.18,0,195,178696.42,0.00,0.00,132408.24,427.520000,493,448,0.000000,0.000000,195,194,61844.72,71,84,39,195,192,38964.19,71,85,36,61,39,15490.02,17,16,6,27,13,6788.89,6,6,1,12,8,7922.72,3,3,2,3,2,1397.70,1,1,0,805,811676.97,12502.58,941.08,519345.47,1718.440000,1972,1801,0.000000,0.000000,805,805,251746.62,328,316,161,805,793,161529.26,314,315,164,217,123,52065.09,45,51,27,102,60,36019.95,27,18,15,30,12,11383.95,6,3,3,13,8,6600.60,3,3,2
credit_high,3,7,1,1.030849,1.047133,1.012390,1.046969,0.980054,1.040611,1.033930,16211678.16,15121.66,42,15215714.77,3465.22,846.14,0,195,177362.83,0.00,0.00,127293.75,414.560000,474,436,0.000000,0.000000,195,195,59852.54,80,81,34,195,191,38640.95,71,85,35,41,24,10341.60,8,11,5,31,19,12271.65,5,9,5,10,6,5327.09,3,2,1,2,1,859.92,0,1,0,805,818600.56,15121.66,1154.81,517597.59,1704.240000,1942,1778,0.000000,0.000000,805,802,253733.54,317,319,166,805,791,161339.95,315,311,165,187,106,46099.54,42,36,28,94,55,32792.87,22,21,12,35,15,16220.17,3,7,5,16,9,7411.52,4,3,2
credit_high,3,8,1,1.031969,1.049407,1.012220,1.046612,0.981220,1.033744,1.061555,16216113.82,19557.32,55,15187492.23,5472.38,1036.72,0,195,191872.64,0.00,0.00,111454.92,383.280000,469,420,0.000000,0.000000,195,191,56568.41,82,83,26,195,192,36255.75,81,87,24,40,19,7098.52,10,7,2,28,11,5118.22,6,5,0,8,4,4046.51,1,2,1,3,3,2367.51,1,2,0,805,836748.95,19557.32,1474.18,508184.80,1674.400000,1964,1764,0.000000,0.000000,805,789,247192.19,318,317,154,805,790,159914.23,318,313,159,182,95,38094.06,40,41,14,108,59,34483.41,21,28,10,47,24,22375.98,10,9,5,17,7,6124.93,3,2,2
credit_high,3,9,1,1.030696,1.050020,1.012490,1.028192,0.976396,1.039833,1.092545,16217582.06,21025.56,63,15189977.94,2787.86,1319.62,0,195,192657.45,0.00,0.00,125187.06,414.320000,492,442,0.000000,0.000000,195,195,59884.37,81,80,34,195,192,38139.62,74,86,32,52,31,12602.55,13,12,6,34,18,9246.94,8,9,1,11,6,5313.58,3,2,1,5,0,0.00,0,0,0,805,834946.67,21025.56,1673.35,525160.91,1722.600000,2006,1801,0.000000,0.000000,805,804,254936.60,318,320,166,805,785,161614.02,303,314,168,211,126,49131.95,54,55,17,124,63,38886.64,23,24,16,46,18,16869.54,8,6,4,15,5,3722.16,4,0,1
credit_high,3,10,1,1.033894,1.055007,1.014810,1.030873,0.977283,1.040971,1.075943,16220005.60,23449.10,71,15203299.57,3923.74,1500.20,0,195,195592.85,0.00,0.00,123040.03,406.600000,489,429,0.000000,0.000000,195,195,61102.37,76,84,35,195,189,38241.39,72,82,35,45,22,8694.72,9,10,3,37,17,9550.94,6,9,2,9,2,2473.15,0,1,1,8,4,2977.46,2,2,0,805,821113.18,23449.10,1920.74,538143.86,1743.960000,2014,1823,0.000000,0.000000,805,804,255214.62,323,316,165,805,793,162578.97,310,318,165,225,144,59730.45,57,57,30,112,50,30855.68,19,18,13,50,26,24134.06,11,10,5,17,6,5630.08,2,2,2
