scenario,seed,tick,warmup,category,tier,price,units,sold,blocked,unaffordable,mix_share
credit_off,3,1,1,food,budget,180.00,400,400,143,0,0.485437
credit_off,3,1,1,food,standard,300.00,400,400,53,4,0.485437
credit_off,3,1,1,food,premium,540.00,200,24,0,0,0.029126
credit_off,3,1,1,leisure,budget,120.00,400,400,23,0,0.472813
credit_off,3,1,1,leisure,standard,200.00,400,386,0,0,0.456265
credit_off,3,1,1,leisure,premium,360.00,200,60,0,0,0.070922
credit_off,3,1,1,clothing,budget,240.00,67,67,4,1,0.598214
credit_off,3,1,1,clothing,standard,400.00,67,43,0,1,0.383929
credit_off,3,1,1,clothing,premium,720.00,33,2,0,0,0.017857
credit_off,3,1,1,hobby,budget,360.00,33,33,3,2,0.634615
credit_off,3,1,1,hobby,standard,600.00,33,17,0,3,0.326923
credit_off,3,1,1,hobby,premium,1080.00,17,2,0,1,0.038462
credit_off,3,1,1,electronics,budget,540.00,11,11,13,2,0.611111
credit_off,3,1,1,electronics,standard,900.00,11,5,0,2,0.277778
credit_off,3,1,1,electronics,premium,1620.00,6,2,0,1,0.111111
credit_off,3,1,1,appliances,budget,480.00,4,2,0,0,0.500000
credit_off,3,1,1,appliances,standard,800.00,4,2,0,0,0.500000
credit_off,3,1,1,appliances,premium,1440.00,2,0,0,0,0.000000
credit_off,3,2,1,food,budget,183.22,400,400,69,0,0.429646
credit_off,3,2,1,food,standard,301.99,400,400,294,10,0.429646
credit_off,3,2,1,food,premium,516.24,200,131,0,6,0.140709
credit_off,3,2,1,leisure,budget,120.35,400,400,24,1,0.415800
credit_off,3,2,1,leisure,standard,199.65,400,400,108,7,0.415800
credit_off,3,2,1,leisure,premium,347.40,200,162,0,0,0.168399
credit_off,3,2,1,clothing,budget,240.72,67,67,86,6,0.540323
credit_off,3,2,1,clothing,standard,392.84,67,49,0,1,0.395161
credit_off,3,2,1,clothing,premium,686.18,33,8,0,1,0.064516
credit_off,3,2,1,hobby,budget,361.64,33,33,2,3,0.471429
credit_off,3,2,1,hobby,standard,585.45,33,33,1,2,0.471429
credit_off,3,2,1,hobby,premium,1032.35,17,4,0,1,0.057143
credit_off,3,2,1,electronics,budget,567.00,11,11,15,2,0.440000
credit_off,3,2,1,electronics,standard,875.45,11,11,3,6,0.440000
credit_off,3,2,1,electronics,premium,1566.00,6,3,0,5,0.120000
credit_off,3,2,1,appliances,budget,468.00,4,4,5,1,0.571429
credit_off,3,2,1,appliances,standard,780.00,4,2,0,0,0.285714
credit_off,3,2,1,appliances,premium,1368.00,2,1,0,0,0.142857
credit_off,3,3,1,food,budget,184.80,400,396,0,0,0.397590
credit_off,3,3,1,food,standard,313.09,400,400,204,13,0.401606
credit_off,3,3,1,food,premium,507.33,200,200,128,14,0.200803
credit_off,3,3,1,leisure,budget,120.71,400,376,0,1,0.385246
credit_off,3,3,1,leisure,standard,202.35,400,400,96,8,0.409836
credit_off,3,3,1,leisure,premium,344.10,200,200,50,5,0.204918
credit_off,3,3,1,clothing,budget,252.75,67,67,80,11,0.432258
